symbol,kind,category,baseline_source,current_candidate,current_candidate_reference_only,decision,verification
grid-list-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:grid-list-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
grid-list-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:grid-list-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
grid-list-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:grid-list-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
grid-list-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:grid-list-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
icon-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:icon-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
icon-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:icon-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
icon-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:icon-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
icon-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:icon-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
input-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:input-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
input-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:input-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
input-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:input-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
input-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:input-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
list-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:list-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
list-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:list-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
list-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:list-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
list-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:list-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
menu-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:menu-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
menu-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:menu-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
menu-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:menu-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
menu-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:menu-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
paginator-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:paginator-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
paginator-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:paginator-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
paginator-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:paginator-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
paginator-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:paginator-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
progress-bar-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:progress-bar-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
progress-bar-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:progress-bar-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
progress-bar-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:progress-bar-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
progress-bar-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:progress-bar-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
progress-spinner-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:progress-spinner-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
progress-spinner-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:progress-spinner-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
progress-spinner-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:progress-spinner-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
progress-spinner-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:progress-spinner-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
radio-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:radio-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
radio-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:radio-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
radio-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:radio-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
radio-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:radio-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
select-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:select-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
select-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:select-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
select-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:select-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
select-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:select-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
sidenav-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:sidenav-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
sidenav-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:sidenav-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
sidenav-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:sidenav-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
sidenav-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:sidenav-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
slide-toggle-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:slide-toggle-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
slide-toggle-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:slide-toggle-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
slide-toggle-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:slide-toggle-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
slide-toggle-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:slide-toggle-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
slider-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:slider-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
slider-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:slider-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
slider-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:slider-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
slider-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:slider-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
snack-bar-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:snack-bar-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
snack-bar-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:snack-bar-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
snack-bar-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:snack-bar-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
snack-bar-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:snack-bar-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
sort-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:sort-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
sort-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:sort-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
sort-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:sort-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
sort-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:sort-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
stepper-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:stepper-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
stepper-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:stepper-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
stepper-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:stepper-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
stepper-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:stepper-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
table-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:table-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
table-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:table-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
table-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:table-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
table-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:table-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
tabs-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:tabs-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
tabs-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:tabs-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
tabs-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:tabs-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
tabs-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:tabs-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
toolbar-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:toolbar-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
toolbar-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:toolbar-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
toolbar-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:toolbar-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
toolbar-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:toolbar-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
tooltip-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:tooltip-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
tooltip-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:tooltip-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
tooltip-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:tooltip-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
tooltip-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:tooltip-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
tree-theme,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:tree-theme,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
tree-color,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:tree-color,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
tree-typography,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:tree-typography,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
tree-density,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:tree-density,,Source contract bridge; no v16 visual guarantee. Validate signature/input behavior and report consumer review boundary.,proposed-disposition; historical named export inspected; compile/API parity pending
datepicker-date-range-colors,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:datepicker-date-range-colors,,Validate special arguments; diagnostic rather than approximate translation when incompatible.,proposed-disposition; historical named export inspected; compile/API parity pending
dialog-legacy-padding,mixin,explicit-current-component-bridge,https://raw.githubusercontent.com/angular/components/16.2.14/src/material/_index.scss,@angular/material:dialog-legacy-padding,,Validate special arguments; diagnostic rather than approximate translation when incompatible.,proposed-disposition; historical named export inspected; compile/API parity pending
